,author,updated_at,like_count,text,public
805,@Senkod7,2024-09-14T16:17:22Z,1,"butsss, semenjak jadi fanatic onic jadi turun performanya 😔",True
806,@ajigamingproject6864,2024-09-14T16:17:00Z,33,Ini baru match seru.. gw dukung onic tapi gw suport banget kalau RRQ naik daun.. biar nyata aja persaingan nya,True
807,@dede1lb,2024-09-14T16:16:35Z,0,"""kita liat aja di leg 2"" (2-0 wak) GG RRQ,NT ONIC😥",True
808,@yeyenkantari2865,2024-09-14T16:16:27Z,363,"Sutsujin mmng g ada obat. Skylar ttp yg jdi panutan, idok,rinz,dyrenn keren bisa lgsg klop sm team.. pkok thn ini season nya RRQ . Respect. Mskpun sy jagoin Evos",True
809,@fadillahnada9174,2024-09-14T16:15:29Z,0,Dinginn malam ini cuyy gwe menang mcl final+rrq win 🥶🥶,True
810,@ekaverdianputradharma1172,2024-09-14T16:14:48Z,0,"yang kalah MENJELASKAN, yang menang MERAYAKAN ehh salah yang kalah banyak ALASAN",True
811,@carmine1300,2024-09-14T16:14:37Z,0,Adi out,True
812,@feripujiyanto8015,2024-09-14T16:14:20Z,0,"Kelas bgt ini war-war nya Gilak seru parah, Ling si sutsujun licin abis.",True
813,@ekaverdianputradharma1172,2024-09-14T16:13:49Z,0,rezz dark system,True
814,@aganharyanto3739,2024-09-14T16:13:32Z,0,katanya sanz lebih jago dari lemon kok kalah??,True
815,@makihd5707,2024-09-14T16:13:15Z,0,"gelo exp lane onic udh gg banget , cuman jungler nya jungler sangean 😂",True
816,@rezirinaldo1564,2024-09-14T16:13:04Z,0,Bang jin gila sih 9k hero power gg wakkk,True
817,@im_fine_1111,2024-09-14T16:13:01Z,0,"ini barru mpl,high view satis faing mekanik jugler",True
818,@danangeminor1768,2024-09-14T16:12:40Z,0,jagoan mah kalah dulu di awal,True
819,@fahmisyahrizal2709,2024-09-14T16:12:17Z,0,GELO FASTHAND KIEU SUTSUJIN,True
820,@cucukakek6258,2024-09-14T16:11:45Z,27,😂😂mm terbaik memang skyllar fix....,True
821,@AntoniusAndiAipan,2024-09-14T16:11:24Z,0,Match yang paling seru,True
822,@febribiha1004,2024-09-14T16:10:16Z,18,Gelo sittsujin di luar prediksi BMKG😂😂,True
823,@diarza1997,2024-09-14T16:10:15Z,0,Kasihan ama yang bilang RRQ bakal dibante ONIC,True
824,@DUKE_of_Arrakis,2024-09-14T16:09:54Z,7,The best match ever,True
825,@yogaxinovi5589,2024-09-14T16:09:50Z,143,"Ingat kata Prof. KB : ""Ketika tim anda divoting oleh Pak Pulung, itu berarti tim anda sedang tidak baik-baik saja.""",True
826,@exbegundalkali7352,2024-09-14T16:09:34Z,0,Janji onic jangan bikin alasan lagi,True
827,@KingKong-zp9lt,2024-09-14T16:08:04Z,0,"gua kingdom juga tapi dri yang bisa d liat onic masih terlalu kuat buat rrq , cuman mereka kalah karna gak ada respect sama disiplin nya , onic terlalu sombong dan ngerendah lawan nya pdahal mereka bisa menang kalo main nya disiplin , dari draft udah bagus phoveus nya udh d respect ama coach yeb",True
828,@bwx_musicproject,2024-09-14T16:07:52Z,0,Pasti alasannya habis ini gak ada lutpi😂😂😂😂😂,True
829,@exelvinnyx744,2024-09-14T16:07:51Z,0,TEVOSS KASIHAN YAH😂😂😂,True
830,@AlimSastrawinata,2024-09-14T16:07:38Z,0,Sans kok skarang recal²nya sudah hlang ya..😅😅😅😅,True
831,@AlimSastrawinata,2024-09-14T16:07:07Z,0,Kairi apa kabar..katanya mau balas rrq..😅😅😅😅😅,True
832,@Bee-rn5zv,2024-09-14T16:06:54Z,0,Match terkelas ke 2 setelah RRQ ALTER EGO,True
833,@deadeye1147,2024-09-14T16:06:31Z,0,Duo sotoy KB x LIM KOCUL😅😅😅😅😅,True
834,@indraade868,2024-09-14T16:06:27Z,0,Liat GATOT KACA panik 😂😂 MAU KETAWA TAKUT DOSA... #LAWAK,True
835,@senantiasa6173,2024-09-14T16:06:24Z,0,Ku kira sutsujin cuma bisa fighter 😅,True
836,@MahadikaIndraPermana,2024-09-14T16:06:10Z,4,Lawakan hari ini Kata kiboy g ada alasan lagi kalo kalah😂😂,True
837,@andyandirha7918,2024-09-14T16:05:45Z,0,yaelah. jadi ceritanya nih pengen balikin savage pake roger😂😂😂😂,True
838,@moa_kikuchi99,2024-09-14T16:05:43Z,41,20:38 GG,True
839,@triarona659,2024-09-14T16:05:40Z,0,Netijen pilipin udah dek kairul udah ga bisa gendong,True
840,@gazetomioka,2024-09-14T16:05:14Z,0,Gg RRQ🔥🔥🔥,True
841,@rahmannobita5025,2024-09-14T16:04:45Z,0,Sans jgn terlalu sombong 😂😂😂,True
842,@dhikacool2940,2024-09-14T16:04:38Z,0,Pemulung anti rrq,True
843,@nandamekazehaya1177,2024-09-14T16:04:12Z,2,Giiiilllllaaaaa sich game nya... Seru banget😮😮😮😮,True
844,@kikigemenk297,2024-09-14T16:03:56Z,0,Di evos sutsujin maen nya gak begini dah,True
845,@ARAM_130,2024-09-14T16:02:12Z,0,NT ONICC ❤,True
846,@bukantv3854,2024-09-14T16:01:25Z,0,Sanz sok asik,True
847,@DilDil-q1p,2024-09-14T16:01:13Z,0,Liat RRQ menang seneng banget TAPI EPOS TIPOS KNPA KALAH MULU IPOSSSS SKYLOSSS EPX NYA REMBES,True
848,@RahmatHidayat-hv1wh,2024-09-14T16:00:25Z,0,SANS JEMPOL STIKERNYA SAMPE TREMORRR,True
849,@ZedAl-c4r,2024-09-14T16:00:11Z,0,Miniac doang,True
850,@RahmatHidayat-hv1wh,2024-09-14T15:59:40Z,0,SaNS JEMPOLNYA SAMPE TREMOR,True
851,@kholilalfiansyah3813,2024-09-14T15:59:40Z,0,Mau alasan apalagi hay onic wkwkkw,True
852,@AingFazri-cr8pz,2024-09-14T15:59:34Z,0,banyak yg nannyain kairi ga main tuh liat fans onic kairi uh main ttp aja kalah,True
853,@RahmatHidayat-hv1wh,2024-09-14T15:59:14Z,0,SANS JEMPOLNYA SAMPE TREMORRR 😂😂😂😂,True
854,@ir8124,2024-09-14T15:59:00Z,11,Keren bgt sengit rrq vs onic ... Sering2 gini donk tim lain,True
855,@DennyIrawan-jx9jt,2024-09-14T15:58:40Z,0,Rrq nih bos,True
856,@zay-kh9pg,2024-09-14T15:58:35Z,0,Wkwkwkkwkwkwkwk blom menang maen recal2.......😂😂😂😂😂😂😂😂,True
857,@24_mutsaqqofzaki86,2024-09-14T15:58:09Z,126,match adu serangan. Sutsujin kelas bgt maennya,True
858,@Sempakfiraun01,2024-09-14T15:56:55Z,0,Onic tanpa butss🤡🤡,True
859,@sofwaHasri,2024-09-14T15:56:46Z,0,G O K I L !,True
860,@akhmadzidan7437,2024-09-14T15:55:50Z,0,Ling termahal,True
861,@kopteestudio6884,2024-09-14T15:54:05Z,0,gila si mirip echo vs apbren ini ini,True
862,@azmiaan6831,2024-09-14T15:54:04Z,0,"Butuh 5 pemain KUMAR KAIRI buat ngalahin RRQ 🤣 jadi gk usah alesan lagi yah BOY KIBOY Hhahahaha.. besok"" mainin aja ADI JUNGLER dan YEB Goldliner 🤣",True
863,@wabur9397,2024-09-14T15:53:52Z,0,KICK OUT AJA CASTER YANG ANTI RRQ !!,True
864,@yunusWijaya-n5f,2024-09-14T15:53:30Z,0,Epos pasti nyesel lepas sutsujin awokwowkwowk,True
865,@Hanin.Hanifa.Hifza03,2024-09-14T15:52:37Z,0,Gemplay Yg luar Biasa,True
866,@GenyaDvco-z6x,2024-09-14T15:51:49Z,0,Berat punggung kairi 😂😂,True
867,@ardhyyessa05_97,2024-09-14T15:50:22Z,52,"Tergiang ngiang kairi mau savage juga , tapi sutsujin msh lebih ngeri mekanik nya..",True
868,@luksopicial,2024-09-14T15:49:32Z,0,kairi maksain jadi Roger sutsujin saveg,True
869,@RuyanAyuba,2024-09-14T15:49:09Z,76,Gila Sih Sutsujin semoga Konsisten Truss RRQ🧡,True
870,@Dapzzz777,2024-09-14T15:49:09Z,1,Lu tu bukan R7 chou exp😂😂,True
871,@akureezky,2024-09-14T15:48:34Z,0,OH INI GAMBARAN FINAL NANTI 😂 #VIVARRQ,True
872,@JuraganBatik,2024-09-14T15:47:39Z,0,"Tonton ulangg 😂😂 
🤯🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶",True
873,@IyanD20,2024-09-14T15:47:29Z,4,Sumpah ini match paling panas sih daripada tim2 lain gelo 🔥🔥🔥🔥🔥,True
874,@zkaz8123,2024-09-14T15:47:17Z,6,kangen ce momo yg ngecaster klo game seru gini..,True
875,@ahmadarsan,2024-09-14T15:46:00Z,0,"setiap RRQ main kenapa harus pak pulung casternya,
Dia tdk pernah memprediksi RRQ win",True
876,@YayanMokodompit,2024-09-14T15:45:35Z,0,Tunggu aja play of,True
877,@rafiffakhrudin566,2024-09-14T15:44:29Z,0,Maniac tapi kalah 😂,True
878,@rayanchan8772,2024-09-14T15:41:35Z,1,MIN SALAMIN KE BAE UJIN ❤❤❤❤❤❤❤❤,True
879,@niconeko_270,2024-09-14T15:41:32Z,3,"Kelaz sih ni game

Sutsujin : baby face Asassin",True
880,@ismailmarzuki4761,2024-09-14T15:41:32Z,24,"Semua itu pasti akan ada masanya.. tim papan atas pun harus merasakan pahitnya jadi papan bawahh.. 
Mengejar ketertinggalan itu lebih baik dari pada mempertahankan.
Sebab mengejar itu pasti mencari celah dan jalan kelemahan lawan untuk melampaui persaingan.",True
881,@AghylSetiawan,2024-09-14T15:41:01Z,0,Mungkinkah M-series season ini di menangkan oleh rrq?? Atau hanya top indo aja!!!,True
882,@BisnisMan-r2r,2024-09-14T15:40:55Z,0,"Lutpi turun ke MDL
Rezz up MPL dark sistem CHOU LAWAK MAIN LAWAK MAKRO LAWAK BAGUS MAIN BATU AJA BLOG",True
883,@TeguhDika-hc4fl,2024-09-14T15:39:43Z,0,Sonik kla kairi mnaa,True
884,@aldoalforo924,2024-09-14T15:38:00Z,0,"yg menang merayakan 
yg kalah menjelas kan",True
885,@rayyansip4382,2024-09-14T15:37:02Z,6,Gg sih match nya apalagi match 1 mereka yang main gw yang deg-degan bjir sengit bat,True
886,@cobra1970,2024-09-14T15:36:55Z,82,Udah jelas banget skylar goldlane terbaik di indo,True
887,@farhanihsanudin.azazel,2024-09-14T15:36:53Z,150,"Match berkelas, mau siapapun yang menang dua-duanya GG gimang 🧡💛. Mau nonton langsung tapi kehabisan tiket 😭",True
888,@MuhamadRizal-wt2sy,2024-09-14T15:36:09Z,0,Pelatih onic cara maen monoton. Otak nya segitu aja😂 LOL,True
889,@Keizi.toretto,2024-09-14T15:34:26Z,837,Ingat kata kiboy gak ada alasan kalo kalah,True
890,@azizinfo06,2024-09-14T15:34:12Z,47,Jir malem2 udah dingin ditambah dingin sama King RRQ🥶,True
891,@MrP4nn15,2024-09-14T15:33:42Z,44,Lokal pride ni bos gg rrq,True
892,@selebewfmuh-oy7ip,2024-09-14T15:33:40Z,0,😂,True
893,@ZedAl-c4r,2024-09-14T15:32:24Z,0,Telpon apbren,True
894,@nuraldiansyah5503,2024-09-14T15:32:01Z,0,Mainin cairi aku😂,True
895,@MaimunahQadrie,2024-09-14T15:31:59Z,0,Sutsujin vs kairi🥶,True
896,@duarrmemex67,2024-09-14T15:31:55Z,0,APAKAH RAJA INI BISA MASUK M6 DAN BAWA PIALA  KE INDONESIA LG,True
897,@wokmenchanel25,2024-09-14T15:31:53Z,0,Kairi pun gigi nya rontok 😂 ma ujin,True
898,@maulanahasbi2036,2024-09-14T15:31:37Z,2,Bukan era onik lagi,True
899,@yahshh,2024-09-14T15:31:13Z,1,6:42,True
900,@rifqifircold4682,2024-09-14T15:29:51Z,345,7:00,True
901,@wandylngard6171,2024-09-14T15:29:47Z,0,Gg rrq,True
902,@dumarianaaviajaya,2024-09-14T15:29:39Z,0,Onic GK guna😂,True
903,@RoisArjam,2024-09-14T15:29:24Z,0,Pertama,True
904,@Familyflog0299,2024-09-14T15:29:02Z,53,Kairi nafsu banget.... Terlalu ambisi dia.... Jadi kalah hahaha,True
905,@FikriFadilah-w1p,2024-09-14T15:28:55Z,0,First ga?,True
906,@gloodiator7954,2024-09-14T15:28:51Z,0,😂😂😂,True
907,@iyaniyan8451,2024-09-14T15:28:43Z,0,pertama,True
908,@RadityaAhmad-i3i,2024-09-14T15:28:42Z,1,wkwk onic onic😂😢,True
909,@unknown.god1,2024-09-14T15:28:39Z,0,Judulnya ganti bot vs raja bagus tuh,True
910,@Roniehim,2024-09-14T15:28:36Z,0,"Klo butuh explane telpon gw, woy onic, siap ngebantai",True
911,@bebantim329,2024-09-14T15:28:34Z,1,Bjirrrr,True
912,@GolDJAy-e9n,2024-09-14T15:28:32Z,0,p for pertama,True
913,@hiberkarya9196,2024-09-14T15:28:31Z,0,Gg,True
914,@bocilgenk5177,2024-09-14T15:28:30Z,0,😅,True
915,@abdulmuis5426,2024-09-14T15:28:29Z,0,Menyala abngkuhhhhh,True
916,@hoirudinibrahim4398,2024-09-14T15:28:29Z,0,😂,True
917,@rendrasaputra1326,2024-09-14T15:28:26Z,0,Pertama 🎉,True
918,@NovaldiAwaludin,2024-09-14T15:28:25Z,0,"Gercep min,karna ketinggalan 😂😢",True
919,@firmansalimhanif2712,2024-09-14T15:28:23Z,0,first,True
920,@NiellSkie,2024-09-14T15:28:19Z,1,Firsttt🎉🎉,True
921,@fahryramadhan1227,2024-09-14T15:28:17Z,0,🤙,True
922,@nuraja5393,2024-09-14T15:28:17Z,1,Gg sih ini match,True
923,@m.agusananda2262,2024-09-14T15:28:14Z,4,Onic goooo,True
924,@AhmadZamzam-i1e,2024-09-14T15:28:09Z,0,Gelo,True
925,@ayasetya6475,2024-09-14T15:28:06Z,0,No 1,True
926,@BalfourGPankhurst,2024-09-14T15:27:55Z,0,GG,True
